candidate_id,candidate_name,education,years_experience,skills,certifications,previous_job_title,projects,expected_salary,location,resume_text,shortlisted
1022,Candidate Alpha 22,BTech Electrical,7,"Python, SQL, Git, Django, AWS",None,Software Dev,4,112602,San Francisco,"Experienced software developer building backend apps using Python, structured databases using SQL, scaling applications inside cloud infrastructures like AWS, and version tracking via Git.",1
1023,Candidate Alpha 23,MSc Data Engineering,3,"Java, Spring Boot, MySQL",None,Software Dev,1,91303,San Francisco,Customer service representative handling technical inquiries using basic automation toolsets.,0
1024,Candidate Alpha 24,BSc Computer Science,2,"C++, Embedded Systems, Linux",AWS Certified Developer,System Analyst,4,120909,San Francisco,"Experienced software developer building backend apps using Python, structured databases using SQL, scaling applications inside cloud infrastructures like AWS, and version tracking via Git.",0
1025,Candidate Alpha 25,BSc Computer Science,7,"Excel, Python, Tableau, SQL, AWS",None,System Analyst,5,97599,Remote,Customer service representative handling technical inquiries using basic automation toolsets.,1
1026,Candidate Alpha 26,BTech Electrical,5,"Excel, Python, Tableau, SQL, AWS",None,Software Dev,1,137064,New York,"Experienced software developer building backend apps using Python, structured databases using SQL, scaling applications inside cloud infrastructures like AWS, and version tracking via Git.",1
1027,Candidate Alpha 27,BSc Computer Science,5,"C++, Embedded Systems, Linux",AWS Certified Developer,System Analyst,5,125011,Remote,Customer service representative handling technical inquiries using basic automation toolsets.,0
1028,Candidate Alpha 28,MSc Data Engineering,5,"Python, SQL, Git, Django, AWS",None,Data Scientist,2,98334,New York,"Experienced software developer building backend apps using Python, structured databases using SQL, scaling applications inside cloud infrastructures like AWS, and version tracking via Git.",1
1029,Candidate Alpha 29,High School Diploma,3,"C++, Embedded Systems, Linux",None,Software Dev,5,124576,Remote,Customer service representative handling technical inquiries using basic automation toolsets.,0
1030,Candidate Alpha 30,High School Diploma,10,"Python, SQL, Git, Django, AWS",AWS Certified Developer,Software Dev,2,109739,Remote,"Experienced software developer building backend apps using Python, structured databases using SQL, scaling applications inside cloud infrastructures like AWS, and version tracking via Git.",1
1031,Candidate Alpha 31,BTech Electrical,10,"Python, SQL, Git, Django, AWS",None,Data Scientist,2,125179,San Francisco,Customer service representative handling technical inquiries using basic automation toolsets.,1
1032,Candidate Alpha 32,BSc Computer Science,2,"Java, Spring Boot, MySQL",None,System Analyst,5,77269,San Francisco,"Experienced software developer building backend apps using Python, structured databases using SQL, scaling applications inside cloud infrastructures like AWS, and version tracking via Git.",0
1033,Candidate Alpha 33,BSc Computer Science,10,"Excel, Python, Tableau, SQL, AWS",AWS Certified Developer,System Analyst,4,72065,San Francisco,Customer service representative handling technical inquiries using basic automation toolsets.,1
1034,Candidate Alpha 34,BTech Electrical,3,"Python, HTML, CSS, JavaScript, Git",None,Software Dev,4,86842,Remote,"Experienced software developer building backend apps using Python, structured databases using SQL, scaling applications inside cloud infrastructures like AWS, and version tracking via Git.",0
1035,Candidate Alpha 35,BSc Computer Science,7,"Python, SQL, Git, Django, AWS",None,Data Scientist,2,77022,San Francisco,Customer service representative handling technical inquiries using basic automation toolsets.,1
1036,Candidate Alpha 36,BTech Electrical,10,"Python, SQL, Git, Django, AWS",AWS Certified Developer,System Analyst,2,79528,Remote,"Experienced software developer building backend apps using Python, structured databases using SQL, scaling applications inside cloud infrastructures like AWS, and version tracking via Git.",1
1037,Candidate Alpha 37,High School Diploma,3,"Java, Spring Boot, MySQL",None,Data Scientist,2,82315,San Francisco,Customer service representative handling technical inquiries using basic automation toolsets.,0
1038,Candidate Alpha 38,BSc Computer Science,5,"C++, Embedded Systems, Linux",None,Software Dev,4,111301,San Francisco,"Experienced software developer building backend apps using Python, structured databases using SQL, scaling applications inside cloud infrastructures like AWS, and version tracking via Git.",0
1039,Candidate Alpha 39,MSc Data Engineering,5,"Python, HTML, CSS, JavaScript, Git",AWS Certified Developer,Software Dev,1,116988,New York,Customer service representative handling technical inquiries using basic automation toolsets.,1
1040,Candidate Alpha 40,BSc Computer Science,7,"Python, SQL, Git, Django, AWS",None,Software Dev,5,122383,Remote,"Experienced software developer building backend apps using Python, structured databases using SQL, scaling applications inside cloud infrastructures like AWS, and version tracking via Git.",1
1041,Candidate Alpha 41,High School Diploma,5,"Java, Spring Boot, MySQL",None,Software Dev,1,102106,New York,Customer service representative handling technical inquiries using basic automation toolsets.,0
1042,Candidate Alpha 42,High School Diploma,7,"Python, HTML, CSS, JavaScript, Git",AWS Certified Developer,Software Dev,1,116525,San Francisco,"Experienced software developer building backend apps using Python, structured databases using SQL, scaling applications inside cloud infrastructures like AWS, and version tracking via Git.",1
1043,Candidate Alpha 43,BSc Computer Science,5,"Python, HTML, CSS, JavaScript, Git",None,Data Scientist,2,105995,Remote,Customer service representative handling technical inquiries using basic automation toolsets.,1
1044,Candidate Alpha 44,MSc Data Engineering,5,"Excel, Python, Tableau, SQL, AWS",None,Software Dev,5,133113,New York,"Experienced software developer building backend apps using Python, structured databases using SQL, scaling applications inside cloud infrastructures like AWS, and version tracking via Git.",1
1045,Candidate Alpha 45,BTech Electrical,7,"Java, Spring Boot, MySQL",AWS Certified Developer,System Analyst,2,102250,San Francisco,Customer service representative handling technical inquiries using basic automation toolsets.,0
1046,Candidate Alpha 46,MSc Data Engineering,2,"Python, HTML, CSS, JavaScript, Git",None,System Analyst,2,76045,Remote,"Experienced software developer building backend apps using Python, structured databases using SQL, scaling applications inside cloud infrastructures like AWS, and version tracking via Git.",0
1047,Candidate Alpha 47,BSc Computer Science,2,"Excel, Python, Tableau, SQL, AWS",None,Software Dev,4,135400,New York,Customer service representative handling technical inquiries using basic automation toolsets.,0
1048,Candidate Alpha 48,MSc Data Engineering,10,"Java, Spring Boot, MySQL",AWS Certified Developer,System Analyst,4,135694,New York,"Experienced software developer building backend apps using Python, structured databases using SQL, scaling applications inside cloud infrastructures like AWS, and version tracking via Git.",0
1049,Candidate Alpha 49,MSc Data Engineering,5,"C++, Embedded Systems, Linux",None,Data Scientist,4,134970,Remote,Customer service representative handling technical inquiries using basic automation toolsets.,0
1050,Candidate Alpha 50,MSc Data Engineering,3,"Excel, Python, Tableau, SQL, AWS",None,Data Scientist,1,98515,San Francisco,"Experienced software developer building backend apps using Python, structured databases using SQL, scaling applications inside cloud infrastructures like AWS, and version tracking via Git.",0
1051,Candidate Alpha 51,BTech Electrical,2,"Excel, Python, Tableau, SQL, AWS",AWS Certified Developer,Software Dev,2,125394,Remote,Customer service representative handling technical inquiries using basic automation toolsets.,0
1052,Candidate Alpha 52,MSc Data Engineering,3,"Java, Spring Boot, MySQL",None,Data Scientist,1,114826,Remote,"Experienced software developer building backend apps using Python, structured databases using SQL, scaling applications inside cloud infrastructures like AWS, and version tracking via Git.",0
1053,Candidate Alpha 53,MSc Data Engineering,5,"Excel, Python, Tableau, SQL, AWS",None,Software Dev,2,86101,San Francisco,Customer service representative handling technical inquiries using basic automation toolsets.,1
1054,Candidate Alpha 54,BTech Electrical,10,"C++, Embedded Systems, Linux",AWS Certified Developer,Software Dev,4,114030,Remote,"Experienced software developer building backend apps using Python, structured databases using SQL, scaling applications inside cloud infrastructures like AWS, and version tracking via Git.",0
1055,Candidate Alpha 55,BTech Electrical,3,"Python, SQL, Git, Django, AWS",None,Data Scientist,4,100626,San Francisco,Customer service representative handling technical inquiries using basic automation toolsets.,0
1056,Candidate Alpha 56,BSc Computer Science,2,"Python, SQL, Git, Django, AWS",None,Data Scientist,4,135446,New York,"Experienced software developer building backend apps using Python, structured databases using SQL, scaling applications inside cloud infrastructures like AWS, and version tracking via Git.",0
1057,Candidate Alpha 57,BSc Computer Science,3,"Excel, Python, Tableau, SQL, AWS",AWS Certified Developer,Software Dev,2,134135,San Francisco,Customer service representative handling technical inquiries using basic automation toolsets.,0
1058,Candidate Alpha 58,High School Diploma,7,"Python, HTML, CSS, JavaScript, Git",None,Data Scientist,2,121229,New York,"Experienced software developer building backend apps using Python, structured databases using SQL, scaling applications inside cloud infrastructures like AWS, and version tracking via Git.",1
1059,Candidate Alpha 59,MSc Data Engineering,5,"Excel, Python, Tableau, SQL, AWS",None,Data Scientist,2,138143,New York,Customer service representative handling technical inquiries using basic automation toolsets.,1
1060,Candidate Alpha 60,High School Diploma,5,"Excel, Python, Tableau, SQL, AWS",AWS Certified Developer,Software Dev,1,79762,Remote,"Experienced software developer building backend apps using Python, structured databases using SQL, scaling applications inside cloud infrastructures like AWS, and version tracking via Git.",1
1061,Candidate Alpha 61,BSc Computer Science,3,"Java, Spring Boot, MySQL",None,Data Scientist,5,110362,San Francisco,Customer service representative handling technical inquiries using basic automation toolsets.,0
1062,Candidate Alpha 62,MSc Data Engineering,3,"Excel, Python, Tableau, SQL, AWS",None,Data Scientist,4,82121,Remote,"Experienced software developer building backend apps using Python, structured databases using SQL, scaling applications inside cloud infrastructures like AWS, and version tracking via Git.",0
1063,Candidate Alpha 63,BSc Computer Science,5,"C++, Embedded Systems, Linux",AWS Certified Developer,Data Scientist,1,71998,San Francisco,Customer service representative handling technical inquiries using basic automation toolsets.,0
1064,Candidate Alpha 64,BTech Electrical,5,"C++, Embedded Systems, Linux",None,System Analyst,4,93701,Remote,"Experienced software developer building backend apps using Python, structured databases using SQL, scaling applications inside cloud infrastructures like AWS, and version tracking via Git.",0
1065,Candidate Alpha 65,MSc Data Engineering,5,"Python, SQL, Git, Django, AWS",None,Software Dev,1,121104,New York,Customer service representative handling technical inquiries using basic automation toolsets.,1
1066,Candidate Alpha 66,High School Diploma,7,"Excel, Python, Tableau, SQL, AWS",AWS Certified Developer,Software Dev,5,83351,Remote,"Experienced software developer building backend apps using Python, structured databases using SQL, scaling applications inside cloud infrastructures like AWS, and version tracking via Git.",1
1067,Candidate Alpha 67,MSc Data Engineering,7,"Java, Spring Boot, MySQL",None,Data Scientist,1,101909,San Francisco,Customer service representative handling technical inquiries using basic automation toolsets.,0
1068,Candidate Alpha 68,BSc Computer Science,3,"Python, HTML, CSS, JavaScript, Git",None,System Analyst,2,133144,New York,"Experienced software developer building backend apps using Python, structured databases using SQL, scaling applications inside cloud infrastructures like AWS, and version tracking via Git.",0
1069,Candidate Alpha 69,BTech Electrical,5,"Java, Spring Boot, MySQL",AWS Certified Developer,System Analyst,4,117542,Remote,Customer service representative handling technical inquiries using basic automation toolsets.,0
1070,Candidate Alpha 70,BSc Computer Science,3,"Python, SQL, Git, Django, AWS",None,Data Scientist,1,95643,Remote,"Experienced software developer building backend apps using Python, structured databases using SQL, scaling applications inside cloud infrastructures like AWS, and version tracking via Git.",0
1071,Candidate Alpha 71,BSc Computer Science,5,"Python, SQL, Git, Django, AWS",None,System Analyst,1,119333,New York,Customer service representative handling technical inquiries using basic automation toolsets.,1
1072,Candidate Alpha 72,MSc Data Engineering,10,"Java, Spring Boot, MySQL",AWS Certified Developer,Software Dev,1,106023,Remote,"Experienced software developer building backend apps using Python, structured databases using SQL, scaling applications inside cloud infrastructures like AWS, and version tracking via Git.",0
1073,Candidate Alpha 73,BSc Computer Science,7,"Excel, Python, Tableau, SQL, AWS",None,Software Dev,4,112329,San Francisco,Customer service representative handling technical inquiries using basic automation toolsets.,1
1074,Candidate Alpha 74,BTech Electrical,5,"Python, HTML, CSS, JavaScript, Git",None,Data Scientist,1,80135,San Francisco,"Experienced software developer building backend apps using Python, structured databases using SQL, scaling applications inside cloud infrastructures like AWS, and version tracking via Git.",1
1075,Candidate Alpha 75,BTech Electrical,5,"Java, Spring Boot, MySQL",AWS Certified Developer,System Analyst,1,80036,Remote,Customer service representative handling technical inquiries using basic automation toolsets.,0
1076,Candidate Alpha 76,High School Diploma,7,"Python, HTML, CSS, JavaScript, Git",None,Data Scientist,2,72720,Remote,"Experienced software developer building backend apps using Python, structured databases using SQL, scaling applications inside cloud infrastructures like AWS, and version tracking via Git.",1
1077,Candidate Alpha 77,BTech Electrical,5,"Python, HTML, CSS, JavaScript, Git",None,Data Scientist,4,79678,New York,Customer service representative handling technical inquiries using basic automation toolsets.,1
1078,Candidate Alpha 78,MSc Data Engineering,7,"Python, SQL, Git, Django, AWS",AWS Certified Developer,Software Dev,1,130223,San Francisco,"Experienced software developer building backend apps using Python, structured databases using SQL, scaling applications inside cloud infrastructures like AWS, and version tracking via Git.",1
1079,Candidate Alpha 79,MSc Data Engineering,10,"C++, Embedded Systems, Linux",None,Software Dev,5,89418,New York,Customer service representative handling technical inquiries using basic automation toolsets.,0
1080,Candidate Alpha 80,BSc Computer Science,2,"Python, SQL, Git, Django, AWS",None,System Analyst,5,107291,Remote,"Experienced software developer building backend apps using Python, structured databases using SQL, scaling applications inside cloud infrastructures like AWS, and version tracking via Git.",0
1081,Candidate Alpha 81,High School Diploma,7,"Python, SQL, Git, Django, AWS",AWS Certified Developer,System Analyst,1,112629,San Francisco,Customer service representative handling technical inquiries using basic automation toolsets.,1
1082,Candidate Alpha 82,BTech Electrical,5,"Excel, Python, Tableau, SQL, AWS",None,Software Dev,5,86917,San Francisco,"Experienced software developer building backend apps using Python, structured databases using SQL, scaling applications inside cloud infrastructures like AWS, and version tracking via Git.",1
1083,Candidate Alpha 83,BTech Electrical,2,"Python, HTML, CSS, JavaScript, Git",None,Software Dev,4,101316,Remote,Customer service representative handling technical inquiries using basic automation toolsets.,0
1084,Candidate Alpha 84,BSc Computer Science,10,"Python, SQL, Git, Django, AWS",AWS Certified Developer,Software Dev,5,77833,New York,"Experienced software developer building backend apps using Python, structured databases using SQL, scaling applications inside cloud infrastructures like AWS, and version tracking via Git.",1
1085,Candidate Alpha 85,BSc Computer Science,10,"C++, Embedded Systems, Linux",None,Data Scientist,4,92481,Remote,Customer service representative handling technical inquiries using basic automation toolsets.,0
1086,Candidate Alpha 86,BSc Computer Science,7,"Excel, Python, Tableau, SQL, AWS",None,Data Scientist,1,106729,San Francisco,"Experienced software developer building backend apps using Python, structured databases using SQL, scaling applications inside cloud infrastructures like AWS, and version tracking via Git.",1
1087,Candidate Alpha 87,High School Diploma,7,"Java, Spring Boot, MySQL",AWS Certified Developer,Data Scientist,2,132204,Remote,Customer service representative handling technical inquiries using basic automation toolsets.,0
1088,Candidate Alpha 88,MSc Data Engineering,10,"Python, HTML, CSS, JavaScript, Git",None,System Analyst,2,103456,Remote,"Experienced software developer building backend apps using Python, structured databases using SQL, scaling applications inside cloud infrastructures like AWS, and version tracking via Git.",1
1089,Candidate Alpha 89,MSc Data Engineering,3,"Python, SQL, Git, Django, AWS",None,Software Dev,5,138945,New York,Customer service representative handling technical inquiries using basic automation toolsets.,0
1090,Candidate Alpha 90,BSc Computer Science,7,"Python, SQL, Git, Django, AWS",AWS Certified Developer,System Analyst,5,117610,San Francisco,"Experienced software developer building backend apps using Python, structured databases using SQL, scaling applications inside cloud infrastructures like AWS, and version tracking via Git.",1
1091,Candidate Alpha 91,MSc Data Engineering,5,"Python, HTML, CSS, JavaScript, Git",None,System Analyst,5,73265,San Francisco,Customer service representative handling technical inquiries using basic automation toolsets.,1
1092,Candidate Alpha 92,BTech Electrical,3,"C++, Embedded Systems, Linux",None,System Analyst,2,110761,New York,"Experienced software developer building backend apps using Python, structured databases using SQL, scaling applications inside cloud infrastructures like AWS, and version tracking via Git.",0
1093,Candidate Alpha 93,High School Diploma,3,"Python, SQL, Git, Django, AWS",AWS Certified Developer,Software Dev,2,129867,New York,Customer service representative handling technical inquiries using basic automation toolsets.,0
1094,Candidate Alpha 94,MSc Data Engineering,3,"Python, SQL, Git, Django, AWS",None,System Analyst,4,86490,New York,"Experienced software developer building backend apps using Python, structured databases using SQL, scaling applications inside cloud infrastructures like AWS, and version tracking via Git.",0
1095,Candidate Alpha 95,BTech Electrical,5,"C++, Embedded Systems, Linux",None,Data Scientist,1,108235,New York,Customer service representative handling technical inquiries using basic automation toolsets.,0
1096,Candidate Alpha 96,MSc Data Engineering,3,"Java, Spring Boot, MySQL",AWS Certified Developer,System Analyst,2,138590,New York,"Experienced software developer building backend apps using Python, structured databases using SQL, scaling applications inside cloud infrastructures like AWS, and version tracking via Git.",0
1097,Candidate Alpha 97,BSc Computer Science,10,"Python, HTML, CSS, JavaScript, Git",None,Data Scientist,2,136356,New York,Customer service representative handling technical inquiries using basic automation toolsets.,1
1098,Candidate Alpha 98,BTech Electrical,7,"Java, Spring Boot, MySQL",None,System Analyst,1,102511,New York,"Experienced software developer building backend apps using Python, structured databases using SQL, scaling applications inside cloud infrastructures like AWS, and version tracking via Git.",0
1099,Candidate Alpha 99,MSc Data Engineering,3,"Python, HTML, CSS, JavaScript, Git",AWS Certified Developer,System Analyst,5,111471,New York,Customer service representative handling technical inquiries using basic automation toolsets.,0
1100,Candidate Alpha 100,MSc Data Engineering,10,"Python, SQL, Git, Django, AWS",None,Software Dev,1,79236,Remote,"Experienced software developer building backend apps using Python, structured databases using SQL, scaling applications inside cloud infrastructures like AWS, and version tracking via Git.",1
1101,Candidate Alpha 101,MSc Data Engineering,2,"C++, Embedded Systems, Linux",None,Data Scientist,5,90224,New York,Customer service representative handling technical inquiries using basic automation toolsets.,0
1102,Candidate Alpha 102,BSc Computer Science,10,"Excel, Python, Tableau, SQL, AWS",AWS Certified Developer,Data Scientist,4,123306,Remote,"Experienced software developer building backend apps using Python, structured databases using SQL, scaling applications inside cloud infrastructures like AWS, and version tracking via Git.",1
1103,Candidate Alpha 103,MSc Data Engineering,7,"Python, HTML, CSS, JavaScript, Git",None,Data Scientist,4,131558,San Francisco,Customer service representative handling technical inquiries using basic automation toolsets.,1
1104,Candidate Alpha 104,BTech Electrical,3,"Java, Spring Boot, MySQL",None,Software Dev,2,70669,New York,"Experienced software developer building backend apps using Python, structured databases using SQL, scaling applications inside cloud infrastructures like AWS, and version tracking via Git.",0
1105,Candidate Alpha 105,MSc Data Engineering,5,"C++, Embedded Systems, Linux",AWS Certified Developer,Data Scientist,1,126201,New York,Customer service representative handling technical inquiries using basic automation toolsets.,0
1106,Candidate Alpha 106,BSc Computer Science,5,"Python, HTML, CSS, JavaScript, Git",None,Data Scientist,5,137538,San Francisco,"Experienced software developer building backend apps using Python, structured databases using SQL, scaling applications inside cloud infrastructures like AWS, and version tracking via Git.",1
1107,Candidate Alpha 107,BSc Computer Science,2,"C++, Embedded Systems, Linux",None,Data Scientist,2,88548,San Francisco,Customer service representative handling technical inquiries using basic automation toolsets.,0
1108,Candidate Alpha 108,BTech Electrical,3,"Excel, Python, Tableau, SQL, AWS",AWS Certified Developer,System Analyst,4,138715,Remote,"Experienced software developer building backend apps using Python, structured databases using SQL, scaling applications inside cloud infrastructures like AWS, and version tracking via Git.",0
1109,Candidate Alpha 109,BSc Computer Science,3,"Java, Spring Boot, MySQL",None,Data Scientist,1,104396,San Francisco,Customer service representative handling technical inquiries using basic automation toolsets.,0
1110,Candidate Alpha 110,BSc Computer Science,5,"Excel, Python, Tableau, SQL, AWS",None,System Analyst,2,76685,New York,"Experienced software developer building backend apps using Python, structured databases using SQL, scaling applications inside cloud infrastructures like AWS, and version tracking via Git.",1
1111,Candidate Alpha 111,BSc Computer Science,10,"Python, HTML, CSS, JavaScript, Git",AWS Certified Developer,Software Dev,5,79264,New York,Customer service representative handling technical inquiries using basic automation toolsets.,1
1112,Candidate Alpha 112,BTech Electrical,5,"C++, Embedded Systems, Linux",None,System Analyst,2,96561,Remote,"Experienced software developer building backend apps using Python, structured databases using SQL, scaling applications inside cloud infrastructures like AWS, and version tracking via Git.",0
1113,Candidate Alpha 113,MSc Data Engineering,3,"Excel, Python, Tableau, SQL, AWS",None,Software Dev,2,84646,Remote,Customer service representative handling technical inquiries using basic automation toolsets.,0
1114,Candidate Alpha 114,High School Diploma,2,"C++, Embedded Systems, Linux",AWS Certified Developer,Data Scientist,4,75907,Remote,"Experienced software developer building backend apps using Python, structured databases using SQL, scaling applications inside cloud infrastructures like AWS, and version tracking via Git.",0
1115,Candidate Alpha 115,High School Diploma,5,"Excel, Python, Tableau, SQL, AWS",None,Software Dev,2,121994,San Francisco,Customer service representative handling technical inquiries using basic automation toolsets.,1
1116,Candidate Alpha 116,MSc Data Engineering,2,"Python, HTML, CSS, JavaScript, Git",None,Software Dev,2,90893,Remote,"Experienced software developer building backend apps using Python, structured databases using SQL, scaling applications inside cloud infrastructures like AWS, and version tracking via Git.",0
1117,Candidate Alpha 117,BSc Computer Science,3,"C++, Embedded Systems, Linux",AWS Certified Developer,System Analyst,4,73445,Remote,Customer service representative handling technical inquiries using basic automation toolsets.,0
1118,Candidate Alpha 118,MSc Data Engineering,7,"Excel, Python, Tableau, SQL, AWS",None,System Analyst,4,85606,Remote,"Experienced software developer building backend apps using Python, structured databases using SQL, scaling applications inside cloud infrastructures like AWS, and version tracking via Git.",1
1119,Candidate Alpha 119,BSc Computer Science,5,"Excel, Python, Tableau, SQL, AWS",None,Software Dev,5,87910,San Francisco,Customer service representative handling technical inquiries using basic automation toolsets.,1
1120,Candidate Alpha 120,High School Diploma,3,"Java, Spring Boot, MySQL",AWS Certified Developer,Software Dev,2,103562,Remote,"Experienced software developer building backend apps using Python, structured databases using SQL, scaling applications inside cloud infrastructures like AWS, and version tracking via Git.",0
1121,Candidate Alpha 121,BSc Computer Science,7,"Python, HTML, CSS, JavaScript, Git",None,Software Dev,5,70682,New York,Customer service representative handling technical inquiries using basic automation toolsets.,1
1122,Candidate Alpha 122,MSc Data Engineering,2,"Excel, Python, Tableau, SQL, AWS",None,Software Dev,5,70913,San Francisco,"Experienced software developer building backend apps using Python, structured databases using SQL, scaling applications inside cloud infrastructures like AWS, and version tracking via Git.",0
1123,Candidate Alpha 123,MSc Data Engineering,2,"Python, SQL, Git, Django, AWS",AWS Certified Developer,Data Scientist,2,123489,San Francisco,Customer service representative handling technical inquiries using basic automation toolsets.,0
1124,Candidate Alpha 124,High School Diploma,2,"Python, HTML, CSS, JavaScript, Git",None,Data Scientist,4,120530,New York,"Experienced software developer building backend apps using Python, structured databases using SQL, scaling applications inside cloud infrastructures like AWS, and version tracking via Git.",0
1125,Candidate Alpha 125,High School Diploma,3,"Python, SQL, Git, Django, AWS",None,Data Scientist,1,124793,Remote,Customer service representative handling technical inquiries using basic automation toolsets.,0
1126,Candidate Alpha 126,High School Diploma,3,"Excel, Python, Tableau, SQL, AWS",AWS Certified Developer,Data Scientist,1,98033,Remote,"Experienced software developer building backend apps using Python, structured databases using SQL, scaling applications inside cloud infrastructures like AWS, and version tracking via Git.",0
1127,Candidate Alpha 127,BSc Computer Science,7,"Excel, Python, Tableau, SQL, AWS",None,System Analyst,2,138295,New York,Customer service representative handling technical inquiries using basic automation toolsets.,1
1128,Candidate Alpha 128,BSc Computer Science,10,"Python, HTML, CSS, JavaScript, Git",None,Software Dev,2,122872,Remote,"Experienced software developer building backend apps using Python, structured databases using SQL, scaling applications inside cloud infrastructures like AWS, and version tracking via Git.",1
1129,Candidate Alpha 129,BSc Computer Science,3,"C++, Embedded Systems, Linux",AWS Certified Developer,Software Dev,2,116918,New York,Customer service representative handling technical inquiries using basic automation toolsets.,0
